cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0008HS0086CN000234,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",This is not true. How can you say this about an entire faith?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0086CN000234P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,This is not true. How can you say this about an entire faith?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0086CN000234P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",This is not true. How can you say this about an entire faith?,Islamophobia,culture,denouncing,25.0,male,Master
ENT1ST0008HS0086CN000235,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.","If you have a deep conversation with Muslims, you will know they are different from what you think. Have you thought about that if they could stay safely in their country, would they want to move to other countries and start new life in a completely new place?",Islamophobia,culture,"hypocrisy , question",29.0,female,Master
ENT1ST0008HS0086CN000235P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,"If you have a deep conversation with Muslims, you will know they are different from what you think. Have you thought about that if they could stay safely in their country, would they want to move to other countries and start new life in a completely new place?",Islamophobia,culture,"hypocrisy , question",29.0,female,Master
ENT1ST0008HS0086CN000235P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.","If you have a deep conversation with Muslims, you will know they are different from what you think. Have you thought about that if they could stay safely in their country, would they want to move to other countries and start new life in a completely new place?",Islamophobia,culture,"hypocrisy , question",29.0,female,Master
ENT1ST0008HS0086CN000236,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.","Is it facts or just your imagination? I do not agree that they aim to take control of us. Maybe they are trying to build their society inside our country, but you are hypothesizing too much,.",Islamophobia,culture,"denouncing , facts",24.0,female,Bachelor
ENT1ST0008HS0086CN000236P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,"Is it facts or just your imagination? I do not agree that they aim to take control of us. Maybe they are trying to build their society inside our country, but you are hypothesizing too much,.",Islamophobia,culture,"denouncing , facts",24.0,female,Bachelor
ENT1ST0008HS0086CN000236P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.","Is it facts or just your imagination? I do not agree that they aim to take control of us. Maybe they are trying to build their society inside our country, but you are hypothesizing too much,.",Islamophobia,culture,"denouncing , facts",24.0,female,Bachelor
ENT1ST0008HS0086CN000237,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.","Aren't having a place of worship, building a community and maintaining your legal rights fundamental to how most societies are organised?",Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0086CN000237P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,"Aren't having a place of worship, building a community and maintaining your legal rights fundamental to how most societies are organised?",Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0086CN000237P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.","Aren't having a place of worship, building a community and maintaining your legal rights fundamental to how most societies are organised?",Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0086CN000238,"This is the ideology of islam: have a mosque, create a community, claim victimhood, gain support from government, exploit laws, establish sharia, take control of the country.",Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.,Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0086CN000238P1,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.,Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0086CN000238P2,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.,Islamophobia,culture,hypocrisy,61.0,male,Bachelor
ENT1ST0008HS0096CN000347,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!","In fact, muslim literatures are not about hate and genocide. The literatures teach people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literatures.",Islamophobia,culture,facts,29.0,female,Master
ENT1ST0008HS0096CN000347P1,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,"In fact, muslim literatures are not about hate and genocide. The literatures teach people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literatures.",Islamophobia,culture,facts,29.0,female,Master
ENT1ST0008HS0096CN000347P2,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!","In fact, muslim literatures are not about hate and genocide. The literatures teach people to improve oneself and the world, care for the poor, etc. Hence, I do not think we should eradicate the literatures.",Islamophobia,culture,facts,29.0,female,Master
ENT1ST0008HS0096CN000348,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!","Muslims, the supporters of Islam, are nothing wrong. The principles of Islam are to respect for the earth and lifes, compassion for the poor, improve the world and oneself, etc. Islam is not evil. People have the right to choose their religion.",Islamophobia,culture,positive,29.0,female,Master
ENT1ST0008HS0096CN000348P1,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,"Muslims, the supporters of Islam, are nothing wrong. The principles of Islam are to respect for the earth and lifes, compassion for the poor, improve the world and oneself, etc. Islam is not evil. People have the right to choose their religion.",Islamophobia,culture,positive,29.0,female,Master
ENT1ST0008HS0096CN000348P2,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!","Muslims, the supporters of Islam, are nothing wrong. The principles of Islam are to respect for the earth and lifes, compassion for the poor, improve the world and oneself, etc. Islam is not evil. People have the right to choose their religion.",Islamophobia,culture,positive,29.0,female,Master
ENT1ST0008HS0096CN000349,"Muslims, their texts as hate literature, and other manifestations of hate and genocide should be eradicated. We should have no tolerance towards this cult of hate! Imprison supporters of Islam, wake up Britain!","Islam is an ancient religion, and it is not hateful. You can ask any specialist in religion, Islam has nothing to deal with hate. If we imprison people based on their religious views, that would be chauvinism.",Islamophobia,culture,facts,24.0,female,Bachelor
ENT1ST0008HS0096CN000349P1,We must eliminate this cult of hate and its supporters. Their literature is all about genocide and hate. Wake up Britain!,"Islam is an ancient religion, and it is not hateful. You can ask any specialist in religion, Islam has nothing to deal with hate. If we imprison people based on their religious views, that would be chauvinism.",Islamophobia,culture,facts,24.0,female,Bachelor
ENT1ST0008HS0096CN000349P2,"Muslims and all of their defenders must be punished and confined. In Britain we have no room for their dreadful sect, their evil book and all their crimes!","Islam is an ancient religion, and it is not hateful. You can ask any specialist in religion, Islam has nothing to deal with hate. If we imprison people based on their religious views, that would be chauvinism.",Islamophobia,culture,facts,24.0,female,Bachelor
